meal_name,carb,meat,vege,fruit,type,vegan,allergy,time
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,None,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,egg,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,seafood,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,lactose,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,bean/nuts,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,None,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,egg,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,seafood,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,lactose,Dinner
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,bean/nuts,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,None,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,egg,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,lactose,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,bean/nuts,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,None,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,egg,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,lactose,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,bean/nuts,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,None,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,egg,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,lactose,Dinner
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,bean/nuts,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,None,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,egg,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,seafood,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,lactose,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,bean/nuts,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,None,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,egg,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,seafood,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,lactose,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,bean/nuts,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,None,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,egg,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,seafood,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,lactose,Dinner
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,yes,None,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,no,None,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,yes,egg,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,no,egg,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,yes,bean/nuts,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,yes,lactose,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,no,lactose,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,yes,seafood,Dinner
Rice Salad with veges,rice,None,tomato,None,salad,no,seafood,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,yes,None,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,no,None,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,yes,egg,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,no,egg,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,yes,bean/nuts,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,yes,lactose,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,no,lactose,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,yes,seafood,Dinner
Rice Salad with veges,rice,None,cucumber,None,salad,no,seafood,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,yes,None,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,no,None,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,yes,egg,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,no,egg,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,yes,bean/nuts,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,yes,lactose,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,no,lactose,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,yes,seafood,Dinner
Rice Salad with veges,rice,None,cabbage,None,salad,no,seafood,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,None,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,egg,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,seafood,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,lactose,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,None,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,egg,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,seafood,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,lactose,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,None,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,egg,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,seafood,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,lactose,Dinner
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,None,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,egg,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,seafood,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,lactose,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,None,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,egg,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,seafood,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,lactose,Dinner
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,None,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,egg,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,seafood,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,lactose,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,None,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,egg,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,seafood,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,lactose,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cabbage,None,salad,no,None,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cabbage,None,salad,no,egg,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cabbage,None,salad,no,seafood,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cabbage,None,salad,no,lactose,Dinner
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cucumber,None,salad,no,None,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cucumber,None,salad,no,egg,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cucumber,None,salad,no,lactose,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cabbage,None,salad,no,None,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cabbage,None,salad,no,egg,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cabbage,None,salad,no,lactose,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,cabbage,None,salad,no,bean/nuts,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,tomato,None,salad,no,None,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,tomato,None,salad,no,egg,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,tomato,None,salad,no,lactose,Dinner
Rice Salad with shrimp cucumber cabbage and tomato,rice,shrimp,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,bean/nuts,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,None,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,egg,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,seafood,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,lactose,Dinner
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,bean/nuts,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,None,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,egg,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,gluten,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,lactose,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with chicken and carrot,None,chicken,tomato,None,soup,no,seafood,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,None,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,egg,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,gluten,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,lactose,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with chicken and carrot,None,chicken,carrot,None,soup,no,seafood,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,None,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,egg,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,gluten,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,lactose,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with pork and carrot,None,pork,tomato,None,soup,no,seafood,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,None,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,egg,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,gluten,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,lactose,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with pork and carrot,None,pork,carrot,None,soup,no,seafood,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,None,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,egg,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,gluten,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,lactose,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,tomato,None,soup,no,seafood,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,None,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,egg,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,gluten,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,lactose,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with turkey meatball and carrot,None,turkey,carrot,None,soup,no,seafood,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,None,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,egg,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,gluten,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,lactose,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with beef meatball and carrot,None,beef,tomato,None,soup,no,seafood,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,None,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,egg,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,gluten,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,lactose,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with beef meatball and carrot,None,beef,carrot,None,soup,no,seafood,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,tomato,None,soup,no,None,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,tomato,None,soup,no,egg,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,tomato,None,soup,no,gluten,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,tomato,None,soup,no,lactose,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,carrot,None,soup,no,None,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,carrot,None,soup,no,egg,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,carrot,None,soup,no,gluten,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,carrot,None,soup,no,lactose,Dinner
Tomato Soup with shrimp and carrot,None,shrimp,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with tuna and carrot,None,tuna,tomato,None,soup,no,None,Dinner
Tomato Soup with tuna and carrot,None,tuna,tomato,None,soup,no,egg,Dinner
Tomato Soup with tuna and carrot,None,tuna,tomato,None,soup,no,gluten,Dinner
Tomato Soup with tuna and carrot,None,tuna,tomato,None,soup,no,lactose,Dinner
Tomato Soup with tuna and carrot,None,tuna,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with tuna and carrot,None,tuna,carrot,None,soup,no,None,Dinner
Tomato Soup with tuna and carrot,None,tuna,carrot,None,soup,no,egg,Dinner
Tomato Soup with tuna and carrot,None,tuna,carrot,None,soup,no,gluten,Dinner
Tomato Soup with tuna and carrot,None,tuna,carrot,None,soup,no,lactose,Dinner
Tomato Soup with tuna and carrot,None,tuna,carrot,None,soup,no,bean/nuts,Dinner
Tomato Soup with salmon head and carrot,None,salmon,tomato,None,soup,no,None,Dinner
Tomato Soup with salmon head and carrot,None,salmon,tomato,None,soup,no,egg,Dinner
Tomato Soup with salmon head and carrot,None,salmon,tomato,None,soup,no,gluten,Dinner
Tomato Soup with salmon head and carrot,None,salmon,tomato,None,soup,no,lactose,Dinner
Tomato Soup with salmon head and carrot,None,salmon,tomato,None,soup,no,bean/nuts,Dinner
Tomato Soup with salmon head and carrot,None,salmon,carrot,None,soup,no,None,Dinner
Tomato Soup with salmon head and carrot,None,salmon,carrot,None,soup,no,egg,Dinner
Tomato Soup with salmon head and carrot,None,salmon,carrot,None,soup,no,gluten,Dinner
Tomato Soup with salmon head and carrot,None,salmon,carrot,None,soup,no,lactose,Dinner
Tomato Soup with salmon head and carrot,None,salmon,carrot,None,soup,no,bean/nuts,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,no,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,no,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,no,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,no,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,no,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,no,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,no,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,no,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,no,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,no,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,no,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,no,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,no,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,no,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,no,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,no,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,no,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,no,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,no,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,no,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,yes,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,yes,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,yes,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,yes,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,tomato,None,soup,yes,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,yes,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,yes,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,yes,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,yes,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,carrot,None,soup,yes,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,yes,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,yes,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,yes,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,yes,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,chickpea,None,soup,yes,seafood,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,yes,None,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,yes,egg,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,yes,gluten,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,yes,lactose,Dinner
Chickpea Soup with tomato carrot and broccoli,None,None,broccoli,None,soup,yes,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,no,bean/nuts,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,no,bean/nuts,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,no,bean/nuts,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,mushroom,None,soup,yes,bean/nuts,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,carrot,None,soup,yes,bean/nuts,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,None,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,egg,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,gluten,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,lactose,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,seafood,Dinner
Mushroom Soup with carrot and broccoli,None,None,broccoli,None,soup,yes,bean/nuts,Dinner
Chicken soup with carrot and lettuce,None,chicken,lettuce,None,soup,no,None,Dinner
Chicken soup with carrot and lettuce,None,chicken,lettuce,None,soup,no,seafood,Dinner
